sec,BIS,HR,ART
0,93.9,,
1,94.4,77.0,-495.626
2,94.4,,0.0774297
3,94.7,70.0,0.0774297
4,94.7,,1.06489
5,94.7,57.0,0.0774297
6,94.5,,0.0774297
7,94.4,53.0,1.06489
8,94.4,,1.06489
9,94.4,53.0,0.0774297
10,94.3,,1.06489
11,94.3,47.0,0.0774297
12,94.3,,1.06489
13,94.3,26.0,-0.910027
14,94.3,,0.0774297
15,94.3,26.0,-0.910027
16,94.0,,0.0774297
17,94.7,26.0,0.0774297
18,95.3,,-0.910027
19,95.3,53.0,0.0774297
20,93.3,,0.0774297
21,92.6,64.0,0.0774297
22,92.6,,0.0774297
23,92.6,70.0,0.0774297
24,93.3,,0.0774297
25,93.9,69.0,0.0774297
26,93.9,,0.0774297
27,93.9,69.0,0.0774297
28,94.2,,1.06489
29,94.1,78.0,0.0774297
30,94.2,,0.0774297
31,95.2,78.0,0.0774297
32,93.7,,0.0774297
33,94.5,69.0,0.0774297
34,94.5,,0.0774297
35,93.8,62.0,0.0774297
36,93.0,,0.0774297
37,94.0,56.0,0.0774297
38,94.7,,0.0774297
39,94.6,51.0,0.0774297
40,95.8,,0.0774297
41,95.5,56.0,0.0774297
42,95.4,,1.06489
43,95.4,61.0,0.0774297
44,95.4,,1.06489
45,94.9,60.0,1.06489
46,95.1,,1.06489
47,96.5,67.0,1.06489
48,97.2,,1.06489
49,97.1,55.0,1.06489
50,97.1,,1.06489
51,97.1,53.0,0.0774297
52,96.8,,1.06489
53,96.2,10.0,0.0774297
54,96.2,,0.0774297
55,95.4,0.0,0.0774297
56,95.5,,0.0774297
57,96.0,0.0,0.0774297
58,97.1,,0.0774297
59,96.5,0.0,0.0774297
60,97.1,,0.0774297
61,97.0,0.0,0.0774297
62,97.0,,0.0774297
63,96.7,0.0,0.0774297
64,96.7,,0.0774297
65,96.7,0.0,0.0774297
66,96.4,,0.0774297
67,97.3,0.0,0.0774297
68,97.4,,0.0774297
69,97.5,0.0,0.0774297
70,97.6,,0.0774297
71,97.6,0.0,0.0774297
72,97.5,,0.0774297
73,97.3,0.0,0.0774297
74,97.3,,0.0774297
75,97.3,0.0,0.0774297
76,97.3,,0.0774297
77,97.3,51.0,0.0774297
78,97.3,,0.0774297
79,97.3,55.0,0.0774297
80,97.7,,0.0774297
81,97.6,50.0,0.0774297
82,97.6,,0.0774297
83,97.7,61.0,0.0774297
84,97.7,,0.0774297
85,97.7,61.0,0.0774297
86,97.7,,0.0774297
87,97.7,48.0,0.0774297
88,97.7,,0.0774297
89,97.7,48.0,0.0774297
90,97.7,,0.0774297
91,97.7,43.0,0.0774297
92,97.7,,0.0774297
93,97.7,38.0,0.0774297
94,97.7,,0.0774297
95,97.7,48.0,0.0774297
96,97.7,,0.0774297
97,97.7,45.0,0.0774297
98,97.7,,0.0774297
99,97.7,40.0,0.0774297
100,97.7,,0.0774297
101,97.7,29.0,1.06489
102,97.7,,1.06489
103,97.7,41.0,1.06489
104,97.7,,1.06489
105,97.7,41.0,1.06489
106,97.4,,1.06489
107,97.7,36.0,2.05234
108,97.7,,1.06489
109,97.6,43.0,1.06489
110,97.6,,1.06489
111,97.3,61.0,1.06489
112,97.2,,1.06489
113,97.3,61.0,1.06489
114,97.3,,0.0774297
115,97.3,68.0,1.06489
116,97.3,,0.0774297
117,97.3,61.0,1.06489
118,97.1,,1.06489
119,96.9,61.0,1.06489
120,96.5,,1.06489
121,96.4,38.0,0.0774297
122,96.4,,1.06489
123,97.0,61.0,1.06489
124,97.0,,1.06489
