sec,BIS,HR,ART
0,,,
1,,,
2,,,
3,79.4,,
4,78.8,165.0,-7.82223
5,78.2,,-5.84731
6,77.6,161.0,-13.747
7,77.1,,3.0398
8,76.6,170.0,-2.88494
9,76.1,,-12.7595
10,75.7,172.0,1.06489
11,75.2,,-7.82223
12,75.0,168.0,3.0398
13,75.0,,3.0398
14,75.0,162.0,-7.82223
15,75.0,,-7.82223
16,73.9,163.0,-21.6466
17,73.1,,-18.6843
18,72.4,159.0,-28.5588
19,71.8,,-14.7344
20,72.0,153.0,-25.5965
21,74.9,,-11.7721
22,77.7,156.0,-14.7344
23,79.2,,-19.6717
24,79.6,160.0,-13.747
25,79.9,,-13.747
26,79.1,161.0,-21.6466
27,77.8,,-22.6341
28,77.4,155.0,-0.910027
29,77.1,,-3.8724
30,78.1,145.0,-16.7093
31,78.1,,-2.88494
32,77.1,152.0,-27.5714
33,77.1,,-0.910027
34,77.1,153.0,-23.6215
35,77.1,,-20.6592
36,77.1,150.0,-20.6592
37,78.1,,-22.6341
38,78.6,147.0,-23.6215
39,79.1,,-11.7721
40,85.7,150.0,-19.6717
41,85.7,,-30.5337
42,85.7,149.0,-12.7595
43,85.7,,-21.6466
44,86.4,160.0,-28.5588
45,86.7,,-5.84731
46,88.0,160.0,-17.6968
47,88.6,,-25.5965
48,88.4,148.0,-16.7093
49,89.0,,-24.609
50,89.5,143.0,-25.5965
51,90.1,,-21.6466
52,90.6,156.0,-22.6341
53,91.1,,-19.6717
54,91.0,135.0,-18.6843
55,91.1,,-12.7595
56,91.1,134.0,-26.5839
57,91.0,,-16.7093
58,90.9,148.0,-16.7093
59,90.9,,-21.6466
60,90.9,156.0,-18.6843
61,90.8,,-16.7093
62,90.6,160.0,-29.5463
63,90.6,,-27.5714
64,90.6,156.0,-28.5588
65,90.6,,-25.5965
66,90.6,150.0,-28.5588
67,90.6,,-27.5714
68,90.5,138.0,-27.5714
69,90.4,,-27.5714
70,90.4,149.0,-27.5714
71,90.4,,-26.5839
72,90.4,165.0,-26.5839
73,90.4,,-23.6215
74,90.4,150.0,-24.609
75,90.5,,-18.6843
76,90.5,163.0,-24.609
77,90.5,,-23.6215
78,90.5,168.0,-33.4961
79,90.5,,-35.471
80,90.5,174.0,-35.471
81,90.5,,-33.4961
82,90.5,167.0,-35.471
83,90.5,,-34.4836
84,90.5,155.0,-33.4961
85,90.5,,-33.4961
86,90.5,151.0,-34.4836
87,90.5,,-32.5087
88,90.5,151.0,-32.5087
89,90.5,,-32.5087
90,90.5,166.0,-32.5087
91,90.5,,-32.5087
92,90.5,150.0,-32.5087
93,90.6,,-29.5463
94,90.6,157.0,-28.5588
95,90.6,,-25.5965
96,90.5,160.0,-27.5714
97,90.6,,-31.5212
98,90.6,165.0,-28.5588
99,90.6,,-28.5588
100,90.4,171.0,-31.5212
