sec,BIS,HR,ART
0,,,0.0774297
1,,,
2,,,
3,,,
4,,,
5,,,
6,0.0,,
7,0.0,,-0.910027
8,0.0,,-0.910027
9,0.0,79.0,-0.910027
10,0.0,,-0.910027
11,0.0,79.0,-0.910027
12,0.0,,-1.89748
13,0.0,80.0,-1.89748
14,0.0,,-0.910027
15,0.0,80.0,-0.910027
16,0.0,,-0.910027
17,0.0,80.0,-0.910027
18,0.0,,-0.910027
19,0.0,80.0,-1.89748
20,0.0,,-0.910027
21,0.0,79.0,-0.910027
22,0.0,,-1.89748
23,0.0,79.0,-0.910027
24,0.0,,-0.910027
25,0.0,,-1.89748
26,0.0,79.0,-1.89748
27,0.0,,-1.89748
28,0.0,80.0,-0.910027
29,0.0,,-0.910027
30,0.0,81.0,-0.910027
31,0.0,,0.0774297
32,0.0,82.0,0.0774297
33,0.0,,-0.910027
34,0.0,81.0,-0.910027
35,0.0,,-0.910027
36,0.0,79.0,-0.910027
37,0.0,,-0.910027
38,0.0,78.0,-0.910027
39,0.0,,-0.910027
40,0.0,78.0,-0.910027
41,0.0,,-0.910027
42,0.0,77.0,-0.910027
43,0.0,,-0.910027
44,0.0,77.0,-0.910027
45,0.0,,-0.910027
46,0.0,78.0,-0.910027
47,0.0,,-0.910027
48,0.0,78.0,-1.89748
49,0.0,,-1.89748
50,0.0,77.0,-1.89748
51,0.0,,-1.89748
52,0.0,77.0,-1.89748
53,0.0,,-1.89748
54,0.0,77.0,-1.89748
55,0.0,,-1.89748
56,0.0,77.0,-1.89748
57,0.0,,-1.89748
58,0.0,77.0,-1.89748
59,0.0,,-2.88494
60,0.0,77.0,-1.89748
61,0.0,,-1.89748
62,0.0,77.0,-1.89748
63,0.0,,-1.89748
64,0.0,77.0,-0.910027
65,0.0,,-1.89748
66,0.0,77.0,-1.89748
67,0.0,,-2.88494
68,0.0,77.0,-1.89748
69,0.0,,-2.88494
70,0.0,77.0,-1.89748
71,0.0,,-1.89748
72,0.0,76.0,-1.89748
73,0.0,,-1.89748
74,0.0,76.0,-1.89748
75,0.0,,-1.89748
76,0.0,75.0,-1.89748
77,0.0,,-0.910027
78,0.0,75.0,-1.89748
79,0.0,,-0.910027
80,0.0,76.0,-1.89748
81,0.0,,-1.89748
82,0.0,77.0,-1.89748
83,0.0,,-1.89748
84,0.0,77.0,-1.89748
85,0.0,,-2.88494
86,0.0,78.0,-1.89748
87,0.0,,-1.89748
88,0.0,79.0,-1.89748
89,0.0,,-2.88494
90,0.0,80.0,-1.89748
91,0.0,,-1.89748
92,0.0,80.0,-1.89748
93,0.0,,-1.89748
94,0.0,79.0,-0.910027
95,0.0,,-0.910027
96,0.0,77.0,-0.910027
97,0.0,,-1.89748
98,0.0,76.0,-1.89748
99,0.0,,-1.89748
100,0.0,75.0,-1.89748
101,0.0,,-1.89748
102,0.0,75.0,-1.89748
103,0.0,,-1.89748
104,0.0,74.0,-1.89748
105,0.0,,-2.88494
106,0.0,74.0,-2.88494
107,0.0,,-1.89748
108,0.0,74.0,-1.89748
109,0.0,,-1.89748
110,0.0,75.0,-1.89748
111,0.0,,-1.89748
112,0.0,76.0,-0.910027
113,0.0,,-1.89748
114,0.0,76.0,-1.89748
115,0.0,,-1.89748
116,0.0,76.0,-1.89748
117,0.0,,-2.88494
118,0.0,76.0,-1.89748
119,0.0,,-1.89748
120,0.0,76.0,-2.88494
121,0.0,,-1.89748
122,0.0,78.0,-1.89748
123,0.0,,-1.89748
124,0.0,80.0,-2.88494
125,0.0,,-1.89748
126,0.0,80.0,-2.88494
127,0.0,,-1.89748
128,0.0,79.0,-1.89748
129,0.0,,-1.89748
130,0.0,77.0,-1.89748
131,0.0,,-1.89748
132,0.0,76.0,-1.89748
133,0.0,,-1.89748
134,0.0,75.0,-1.89748
135,0.0,,-1.89748
136,0.0,75.0,-1.89748
137,0.0,,-1.89748
138,0.0,74.0,-1.89748
139,0.0,,-2.88494
140,0.0,74.0,-1.89748
141,0.0,,-2.88494
142,0.0,74.0,-2.88494
143,0.0,,-1.89748
144,0.0,74.0,-1.89748
145,0.0,,-3.8724
146,0.0,74.0,-1.89748
147,0.0,,-1.89748
148,0.0,74.0,-1.89748
149,0.0,,-2.88494
150,0.0,75.0,-2.88494
151,0.0,,-1.89748
152,0.0,75.0,-2.88494
153,0.0,,-2.88494
154,0.0,75.0,-3.8724
155,0.0,,-1.89748
156,0.0,75.0,0.0774297
157,0.0,,-0.910027
158,0.0,74.0,-0.910027
159,0.0,,-2.88494
160,0.0,74.0,-1.89748
161,0.0,,-2.88494
162,0.0,74.0,-0.910027
163,0.0,,-1.89748
164,0.0,75.0,-2.88494
165,0.0,,-2.88494
166,0.0,76.0,-1.89748
167,0.0,,-1.89748
168,0.0,76.0,-1.89748
169,0.0,,-1.89748
170,0.0,76.0,-2.88494
171,0.0,,-2.88494
172,0.0,75.0,-2.88494
173,0.0,,-2.88494
