sec,BIS,HR,ART
0,0.0,,
1,0.0,,3.0398
2,0.0,,4.02726
3,0.0,,5.01471
4,0.0,,4.02726
5,0.0,,5.01471
6,0.0,,5.01471
7,0.0,,4.02726
8,0.0,,4.02726
9,0.0,,5.01471
10,0.0,,4.02726
11,0.0,,4.02726
12,0.0,,4.02726
13,0.0,,4.02726
14,0.0,,4.02726
15,0.0,71.0,5.01471
16,0.0,,5.01471
17,0.0,64.0,4.02726
18,0.0,,5.01471
19,0.0,63.0,4.02726
20,0.0,,5.01471
21,0.0,63.0,5.01471
22,0.0,,4.02726
23,0.0,63.0,5.01471
24,0.0,,5.01471
25,0.0,61.0,5.01471
26,0.0,,4.02726
27,0.0,60.0,5.01471
28,0.0,,5.01471
29,0.0,58.0,5.01471
30,0.0,,5.01471
31,0.0,57.0,5.01471
32,0.0,,5.01471
33,0.0,58.0,5.01471
34,0.0,,4.02726
35,0.0,58.0,5.01471
36,0.0,,5.01471
37,0.0,58.0,5.01471
38,0.0,,5.01471
39,0.0,58.0,5.01471
40,0.0,,4.02726
41,0.0,58.0,5.01471
42,0.0,,5.01471
43,0.0,58.0,5.01471
44,0.0,,5.01471
45,0.0,57.0,5.01471
46,0.0,,4.02726
47,0.0,57.0,5.01471
48,0.0,,5.01471
49,0.0,56.0,4.02726
50,0.0,,5.01471
51,0.0,56.0,5.01471
52,0.0,,4.02726
53,0.0,56.0,5.01471
54,0.0,,4.02726
55,0.0,55.0,5.01471
56,0.0,,4.02726
57,0.0,54.0,4.02726
58,0.0,,5.01471
59,0.0,54.0,4.02726
60,0.0,,5.01471
61,0.0,54.0,4.02726
62,0.0,,5.01471
63,0.0,55.0,5.01471
64,0.0,,5.01471
65,0.0,56.0,5.01471
66,0.0,,5.01471
67,0.0,56.0,4.02726
68,0.0,,5.01471
69,0.0,58.0,5.01471
70,0.0,,5.01471
71,0.0,60.0,5.01471
72,0.0,,5.01471
73,0.0,61.0,5.01471
74,0.0,,5.01471
75,0.0,60.0,4.02726
76,0.0,,5.01471
77,0.0,60.0,5.01471
78,0.0,,5.01471
79,0.0,57.0,5.01471
80,0.0,,4.02726
81,0.0,57.0,5.01471
82,0.0,,5.01471
83,0.0,54.0,5.01471
84,0.0,,5.01471
85,0.0,52.0,5.01471
86,0.0,,5.01471
87,0.0,52.0,5.01471
88,0.0,,5.01471
89,0.0,51.0,5.01471
90,0.0,,5.01471
91,0.0,50.0,5.01471
92,0.0,,5.01471
93,0.0,52.0,4.02726
94,0.0,,5.01471
95,0.0,53.0,4.02726
96,0.0,,5.01471
97,0.0,52.0,5.01471
98,0.0,,5.01471
99,0.0,52.0,5.01471
100,0.0,,5.01471
101,0.0,52.0,5.01471
102,0.0,,4.02726
103,0.0,51.0,5.01471
104,0.0,,5.01471
105,0.0,51.0,4.02726
106,0.0,,4.02726
107,0.0,51.0,4.02726
108,0.0,,5.01471
109,0.0,51.0,4.02726
110,0.0,,5.01471
111,0.0,51.0,5.01471
112,0.0,,5.01471
113,0.0,50.0,5.01471
114,0.0,,5.01471
115,0.0,51.0,4.02726
116,0.0,,5.01471
117,0.0,51.0,4.02726
118,0.0,,5.01471
119,0.0,51.0,5.01471
120,0.0,,5.01471
121,0.0,50.0,5.01471
122,0.0,,5.01471
123,0.0,51.0,5.01471
124,0.0,,4.02726
125,0.0,50.0,5.01471
126,0.0,,4.02726
127,0.0,51.0,5.01471
128,0.0,,5.01471
129,0.0,52.0,5.01471
130,0.0,,4.02726
131,0.0,52.0,5.01471
132,0.0,,5.01471
133,0.0,53.0,4.02726
134,0.0,,5.01471
135,0.0,54.0,5.01471
136,0.0,,4.02726
137,0.0,54.0,5.01471
138,0.0,,4.02726
139,0.0,55.0,5.01471
140,0.0,,5.01471
141,0.0,56.0,4.02726
142,0.0,,5.01471
143,0.0,55.0,5.01471
144,0.0,,4.02726
145,0.0,54.0,5.01471
146,0.0,,4.02726
147,0.0,53.0,4.02726
148,0.0,,4.02726
149,0.0,52.0,4.02726
150,0.0,,5.01471
151,0.0,53.0,5.01471
152,0.0,,5.01471
153,0.0,53.0,5.01471
154,0.0,,4.02726
155,0.0,54.0,5.01471
156,0.0,,5.01471
157,0.0,52.0,5.01471
158,0.0,,4.02726
159,0.0,52.0,5.01471
160,0.0,,5.01471
161,0.0,50.0,5.01471
162,0.0,,5.01471
163,0.0,50.0,4.02726
164,0.0,,5.01471
165,0.0,51.0,4.02726
166,0.0,,4.02726
167,0.0,53.0,5.01471
168,0.0,,5.01471
169,0.0,54.0,5.01471
170,0.0,,5.01471
171,0.0,51.0,5.01471
172,0.0,,4.02726
173,0.0,50.0,4.02726
174,0.0,,4.02726
175,0.0,50.0,4.02726
176,0.0,,4.02726
177,0.0,49.0,4.02726
178,0.0,,5.01471
179,0.0,51.0,5.01471
180,0.0,,5.01471
181,0.0,54.0,4.02726
182,0.0,,4.02726
183,0.0,56.0,5.01471
184,0.0,,5.01471
185,0.0,54.0,5.01471
186,0.0,,5.01471
187,0.0,52.0,5.01471
188,0.0,,5.01471
189,0.0,49.0,5.01471
190,0.0,,5.01471
191,0.0,47.0,5.01471
192,0.0,,5.01471
193,0.0,46.0,5.01471
194,0.0,,5.01471
195,0.0,46.0,5.01471
196,0.0,,5.01471
197,0.0,46.0,5.01471
198,0.0,,4.02726
199,0.0,47.0,5.01471
200,0.0,,5.01471
201,0.0,48.0,4.02726
202,0.0,,4.02726
203,0.0,49.0,4.02726
204,0.0,,5.01471
205,0.0,49.0,5.01471
206,0.0,,4.02726
207,0.0,50.0,4.02726
208,0.0,,5.01471
209,0.0,51.0,4.02726
210,0.0,,5.01471
211,0.0,50.0,4.02726
212,0.0,,4.02726
213,0.0,49.0,4.02726
214,0.0,,5.01471
215,0.0,49.0,5.01471
216,0.0,,4.02726
217,0.0,50.0,5.01471
218,0.0,,5.01471
219,0.0,49.0,5.01471
220,0.0,,5.01471
221,0.0,48.0,5.01471
222,0.0,,5.01471
223,0.0,49.0,4.02726
224,0.0,,4.02726
225,0.0,50.0,4.02726
226,0.0,,5.01471
227,0.0,51.0,5.01471
228,0.0,,4.02726
229,0.0,51.0,5.01471
230,0.0,,5.01471
231,0.0,53.0,4.02726
232,0.0,,4.02726
233,0.0,53.0,5.01471
234,0.0,,5.01471
235,0.0,51.0,5.01471
236,0.0,,5.01471
237,0.0,50.0,4.02726
238,0.0,,5.01471
239,0.0,48.0,5.01471
240,0.0,,4.02726
241,0.0,47.0,4.02726
242,0.0,,4.02726
243,0.0,46.0,5.01471
244,0.0,,5.01471
245,0.0,47.0,5.01471
246,0.0,,5.01471
247,0.0,46.0,4.02726
248,0.0,,5.01471
249,0.0,46.0,5.01471
250,0.0,,5.01471
251,0.0,46.0,5.01471
252,0.0,,5.01471
253,0.0,46.0,5.01471
254,0.0,,5.01471
255,0.0,44.0,5.01471
256,0.0,,5.01471
257,0.0,45.0,4.02726
258,0.0,,5.01471
259,0.0,45.0,4.02726
260,0.0,,5.01471
261,0.0,45.0,4.02726
262,0.0,,5.01471
263,0.0,45.0,5.01471
264,0.0,,5.01471
265,0.0,48.0,4.02726
266,0.0,,5.01471
267,0.0,50.0,5.01471
268,0.0,,4.02726
269,0.0,51.0,5.01471
270,0.0,,4.02726
271,0.0,54.0,5.01471
272,0.0,,4.02726
273,0.0,55.0,5.01471
274,0.0,,4.02726
275,0.0,55.0,5.01471
276,0.0,,5.01471
277,0.0,54.0,4.02726
278,0.0,,5.01471
279,0.0,54.0,5.01471
280,0.0,,5.01471
281,0.0,54.0,4.02726
282,0.0,,5.01471
283,0.0,55.0,4.02726
284,0.0,,5.01471
285,0.0,58.0,5.01471
286,0.0,,5.01471
287,0.0,61.0,4.02726
288,0.0,,4.02726
289,0.0,62.0,5.01471
290,0.0,,5.01471
291,0.0,63.0,4.02726
292,0.0,,5.01471
293,0.0,64.0,5.01471
294,0.0,,5.01471
295,0.0,66.0,5.01471
296,0.0,,5.01471
297,0.0,64.0,4.02726
298,0.0,,4.02726
299,0.0,62.0,5.01471
300,0.0,,4.02726
301,0.0,59.0,4.02726
302,0.0,,5.01471
303,0.0,56.0,5.01471
304,0.0,,5.01471
305,0.0,56.0,5.01471
306,0.0,,4.02726
307,0.0,56.0,5.01471
308,0.0,,5.01471
309,0.0,55.0,5.01471
310,0.0,,5.01471
311,0.0,54.0,4.02726
312,0.0,,5.01471
313,0.0,53.0,5.01471
314,0.0,,5.01471
315,0.0,52.0,5.01471
316,0.0,,5.01471
317,0.0,51.0,5.01471
318,0.0,,5.01471
319,0.0,51.0,5.01471
320,0.0,,5.01471
321,0.0,51.0,5.01471
322,0.0,,5.01471
323,0.0,51.0,4.02726
324,0.0,,4.02726
325,0.0,51.0,5.01471
326,0.0,,4.02726
327,0.0,49.0,5.01471
328,0.0,,4.02726
329,0.0,50.0,5.01471
330,0.0,,4.02726
331,0.0,48.0,4.02726
332,0.0,,4.02726
333,0.0,48.0,5.01471
334,0.0,,5.01471
335,0.0,47.0,4.02726
336,0.0,,5.01471
337,0.0,46.0,4.02726
338,0.0,,4.02726
339,0.0,45.0,4.02726
340,0.0,,4.02726
341,0.0,47.0,5.01471
342,0.0,,4.02726
343,0.0,50.0,4.02726
344,0.0,,5.01471
345,0.0,50.0,5.01471
346,0.0,,5.01471
347,0.0,51.0,5.01471
348,0.0,,5.01471
349,0.0,52.0,4.02726
350,0.0,,4.02726
351,0.0,52.0,5.01471
352,0.0,,4.02726
353,0.0,52.0,4.02726
354,0.0,,5.01471
355,0.0,52.0,5.01471
356,0.0,,5.01471
357,0.0,51.0,5.01471
358,0.0,,5.01471
359,0.0,50.0,4.02726
360,0.0,,4.02726
361,0.0,50.0,4.02726
362,0.0,,5.01471
363,0.0,50.0,5.01471
364,0.0,,5.01471
365,0.0,51.0,4.02726
366,0.0,,5.01471
367,0.0,52.0,5.01471
368,0.0,,4.02726
369,0.0,51.0,5.01471
370,0.0,,5.01471
371,0.0,50.0,4.02726
372,0.0,,5.01471
373,0.0,50.0,5.01471
374,0.0,,5.01471
375,0.0,50.0,4.02726
376,0.0,,5.01471
377,0.0,52.0,5.01471
378,0.0,,5.01471
379,0.0,54.0,5.01471
380,0.0,,5.01471
381,0.0,55.0,5.01471
382,0.0,,5.01471
383,0.0,56.0,5.01471
384,0.0,,5.01471
385,0.0,56.0,5.01471
386,0.0,,5.01471
387,0.0,55.0,5.01471
388,0.0,,5.01471
389,0.0,54.0,5.01471
390,0.0,,5.01471
391,0.0,53.0,5.01471
392,0.0,,5.01471
393,0.0,52.0,5.01471
394,0.0,,5.01471
395,0.0,52.0,5.01471
396,0.0,,4.02726
397,0.0,53.0,5.01471
398,0.0,,5.01471
399,0.0,54.0,5.01471
400,0.0,,5.01471
401,0.0,54.0,5.01471
402,0.0,,5.01471
403,0.0,54.0,5.01471
404,0.0,,5.01471
405,0.0,53.0,5.01471
406,0.0,,5.01471
407,0.0,52.0,5.01471
408,0.0,,5.01471
409,0.0,53.0,5.01471
410,0.0,,5.01471
411,0.0,53.0,5.01471
412,0.0,,5.01471
413,0.0,53.0,5.01471
414,0.0,,5.01471
415,0.0,53.0,4.02726
416,0.0,,5.01471
417,0.0,51.0,5.01471
418,0.0,,5.01471
419,0.0,51.0,5.01471
420,0.0,,5.01471
421,0.0,51.0,5.01471
422,0.0,,5.01471
423,0.0,52.0,6.00217
424,0.0,,5.01471
425,0.0,52.0,5.01471
426,0.0,,5.01471
427,0.0,51.0,5.01471
428,0.0,,4.02726
429,0.0,51.0,5.01471
430,0.0,,5.01471
431,0.0,52.0,5.01471
432,0.0,,4.02726
