sec,BIS,HR,ART
0,,,
1,,,
2,0.0,68.0,
3,0.0,,-4.85986
4,0.0,69.0,-4.85986
5,0.0,,-4.85986
6,0.0,69.0,-4.85986
7,0.0,,-4.85986
8,0.0,68.0,-4.85986
9,0.0,,-4.85986
10,0.0,68.0,-5.84731
11,0.0,,-5.84731
12,0.0,69.0,-5.84731
13,0.0,,-4.85986
14,0.0,70.0,-5.84731
15,0.0,,-5.84731
16,0.0,71.0,-5.84731
17,0.0,,-4.85986
18,0.0,70.0,-4.85986
19,0.0,,-4.85986
20,0.0,67.0,-6.83477
21,0.0,,-5.84731
22,0.0,66.0,-6.83477
23,0.0,,-6.83477
24,0.0,66.0,-6.83477
25,0.0,,-6.83477
26,0.0,65.0,-6.83477
27,0.0,,-6.83477
28,0.0,64.0,-6.83477
29,0.0,,-6.83477
30,0.0,62.0,-7.82223
31,0.0,,-6.83477
32,0.0,61.0,-5.84731
33,0.0,,-6.83477
34,0.0,60.0,-5.84731
35,0.0,,-6.83477
36,0.0,61.0,-6.83477
37,0.0,,-6.83477
38,0.0,65.0,-6.83477
39,97.7,,-6.83477
40,97.7,66.0,-6.83477
41,97.7,,-6.83477
42,97.7,67.0,-6.83477
43,97.7,,-6.83477
44,97.7,66.0,-5.84731
45,97.7,,-6.83477
46,97.7,64.0,-5.84731
47,97.7,,-6.83477
48,97.7,64.0,-5.84731
49,97.7,,-6.83477
50,97.7,62.0,-5.84731
51,97.6,,-6.83477
52,97.5,63.0,-5.84731
53,97.3,,-6.83477
54,97.1,63.0,-6.83477
55,97.1,,-6.83477
56,97.1,63.0,-5.84731
57,97.1,,-5.84731
58,97.1,62.0,-5.84731
59,97.1,,-5.84731
60,97.1,62.0,-4.85986
61,97.1,,-4.85986
62,97.1,63.0,-4.85986
63,95.9,,-4.85986
64,92.0,63.0,-4.85986
65,90.9,,-4.85986
66,94.4,64.0,-4.85986
67,92.4,,-4.85986
68,87.2,63.0,-4.85986
69,89.1,,-4.85986
70,87.9,63.0,-3.8724
71,90.0,,-3.8724
72,94.7,63.0,-3.8724
73,97.1,,-3.8724
74,97.1,63.0,-3.8724
75,97.1,,-3.8724
76,97.2,63.0,-3.8724
77,97.2,,-2.88494
78,97.2,62.0,-3.8724
79,97.2,,-2.88494
80,97.4,61.0,-3.8724
81,97.4,,-4.85986
82,97.3,61.0,-3.8724
83,97.1,,-3.8724
84,96.5,61.0,-3.8724
85,96.7,,-3.8724
86,97.1,61.0,-3.8724
87,97.1,,-3.8724
88,97.0,61.0,-3.8724
89,96.0,,-3.8724
90,95.4,60.0,-3.8724
91,97.0,,-3.8724
92,96.6,60.0,-3.8724
93,94.4,,-3.8724
94,94.9,60.0,-4.85986
95,96.2,,-3.8724
96,96.4,60.0,-3.8724
97,96.1,,-4.85986
98,95.8,60.0,-3.8724
99,95.1,,-3.8724
