sec,BIS,HR,ART
0,0.0,,-6.83477
1,0.0,,
2,0.0,,-5.84731
3,0.0,69.0,-6.83477
4,0.0,,-5.84731
5,0.0,68.0,-5.84731
6,0.0,,-5.84731
7,0.0,68.0,-5.84731
8,0.0,,-5.84731
9,0.0,69.0,-5.84731
10,0.0,,-4.85986
11,0.0,69.0,-5.84731
12,0.0,,-4.85986
13,0.0,69.0,-4.85986
14,0.0,,-5.84731
15,0.0,70.0,-6.83477
16,0.0,,-5.84731
17,0.0,69.0,-6.83477
18,0.0,,-5.84731
19,0.0,69.0,-4.85986
20,0.0,,-5.84731
21,0.0,69.0,-5.84731
22,0.0,,-6.83477
23,0.0,70.0,-5.84731
24,0.0,,-4.85986
25,0.0,70.0,-5.84731
26,0.0,,-5.84731
27,0.0,70.0,-5.84731
28,0.0,,-5.84731
29,0.0,69.0,-5.84731
30,0.0,,-5.84731
31,0.0,69.0,-4.85986
32,0.0,,-6.83477
33,0.0,68.0,-6.83477
34,0.0,,-4.85986
35,0.0,68.0,-4.85986
36,0.0,,-5.84731
37,0.0,68.0,-5.84731
38,0.0,,-5.84731
39,0.0,68.0,-5.84731
40,0.0,,-6.83477
41,0.0,68.0,-5.84731
42,0.0,,-6.83477
43,0.0,69.0,-5.84731
44,0.0,,-5.84731
45,0.0,69.0,-5.84731
46,0.0,,-5.84731
47,0.0,70.0,-4.85986
48,0.0,,-4.85986
49,0.0,71.0,-5.84731
50,0.0,,-5.84731
51,0.0,73.0,-4.85986
52,0.0,,-5.84731
53,0.0,73.0,-5.84731
54,0.0,,-5.84731
55,0.0,72.0,-6.83477
56,0.0,,-5.84731
57,0.0,70.0,-4.85986
58,0.0,,-5.84731
59,0.0,69.0,-5.84731
60,0.0,,-5.84731
61,0.0,69.0,-5.84731
62,0.0,,-5.84731
63,0.0,69.0,-4.85986
64,0.0,,-5.84731
65,0.0,69.0,-4.85986
66,0.0,,-5.84731
67,0.0,69.0,-4.85986
68,0.0,,-5.84731
69,0.0,68.0,-5.84731
70,0.0,,-4.85986
71,0.0,67.0,-5.84731
72,0.0,,-5.84731
73,0.0,67.0,-5.84731
74,0.0,,-6.83477
75,0.0,68.0,-5.84731
76,0.0,,-5.84731
77,0.0,68.0,-5.84731
78,0.0,,-5.84731
79,0.0,68.0,-6.83477
80,0.0,,-5.84731
81,0.0,68.0,-4.85986
82,0.0,,-5.84731
83,0.0,68.0,-5.84731
84,0.0,,-5.84731
85,0.0,67.0,-5.84731
86,0.0,,-5.84731
87,0.0,67.0,-4.85986
88,0.0,,-6.83477
89,0.0,67.0,-6.83477
90,0.0,,-4.85986
